vel_tan,time_1,time_2,time_3,time_4,time_5
3627.889299129125,2173.820000001029,4347.630000048478,6521.440000095928,8695.260000143377,10869.070000190826
3676.914830198437,2184.4900000012617,4368.970000048944,6553.450000096626,8737.930000144308,10922.41000019199
3725.940361267749,2195.3900000014996,4390.77000004942,6586.16000009734,8781.54000014526,10976.92000019318
3774.9658923370625,2206.530000001743,4413.050000049906,6619.57000009807,8826.090000146232,11032.620000194396
3823.9914234063745,2217.910000001991,4435.810000050403,6653.710000098815,8871.620000147226,11089.520000195638
3873.0169544756864,2229.540000002245,4459.0700000509105,6688.600000099576,8918.130000148241,11147.660000196907
3922.042485545,2241.4200000025044,4482.830000051429,6724.240000100354,8965.650000149279,11207.060000198204
3971.068016614312,2253.550000002769,4507.100000051959,6760.650000101149,9014.200000150338,11267.740000199528
4020.093547683624,2265.95000000304,4531.9000000525,6797.850000101961,9063.800000151421,11329.740000200882
4069.1190787529376,2278.6200000033164,4557.240000053053,6835.850000102791,9114.470000152527,11393.090000202264
